feature_id	feature_start	feature_stop	susC	susD	susEF	starch_active_domain	localization	coverage_ratio	opf_id	ko_list	architecture	product_description	cazy_domain_list
B1A_00229	23462	22125					CY	1.11686018001427	Opf00024	K00262	IL34:ELFV_dehydrog_N:ELFV_dehydrog	NAD-specific glutamate dehydrogenase	
B1A_00230	23626	23501					CY	1.03926005739344				hypothetical protein	
B1A_00231	25082	23832					PP	1.04655844871797	Opf01008	K03286	OMP_b-brl_2:OMP_b-brl_2:OmpA	Outer membrane protein 40	
B1A_00232	25275	26150					CY	1.06353928180974	Opf03624		Peptidase_M23	hypothetical protein	
B1A_00233	26147	27361					CY	1.08388757017845	Opf00226	K00099	DXP_reductoisom:DXP_redisom_C:DXPR_C	1-deoxy-D-xylulose 5-phosphate reductoisomerase	
B1A_00234	27431	28882					CY	0.969520929113801	Opf00187	K11749	Peptidase_M50:Peptidase_M50	Putative zinc metalloprotease	
B1A_00235	28928	30109					CY	1.2425999383352	Opf00789	K06969	PUA:Methyltrans_SAM	Ribosomal RNA large subunit methyltransferase I	
B1A_00236	30197	32251					CY	1.05666831616751	Opf00376	K01277	Peptidase_M49:Peptidase_M49	hypothetical protein	
B1A_00237	32279	32692					CY	1.20173533287196	Opf05170		Ribosom_S30AE_C:DNA_alkylation	hypothetical protein	
B1A_00238	32845	34128					CY	1.00384719409697	Opf01062	K02234	cobW:Zip:CobW_C	Putative metal chaperone YciC	
B1A_00239	36009	34237		1		GH13_6	IM	0.99804640669994	Opf02588	K21572	SusD-like_3:SusD_RagB	SusD-like protein P38	GH13_6
B1A_00240	39361	36266	1				PP	0.999695990767047	Opf02758	K21573	CarbopepD_reg_2:Plug:TonB_dep_Rec	TonB-dependent receptor P26	
B1A_00241	42307	39560					CY	1.03491220664551	Opf00778	K10439	Peptidase_M56:Peripla_BP_4:DUF2630:Peptidase_M56:HisKA:HATPase_c:Response_reg:HTH_18	Sensor histidine kinase RcsC	
B1A_00242	42614	44443					PP	1.08621948284985	Opf00967	K03332	DUF4980:Glyco_hydro_32N:Glyco_hydro_32C	hypothetical protein	GH32,GH32
B1A_00243	44458	45645					CY	1.08309702218044	Opf01011	K02429	MFS_1	hypothetical protein	
B1A_00244	45746	46624					CY	1.08548127294624	Opf00460	K00847	PfkB	ATP-dependent 6-phosphofructokinase	
B1A_00245	47236	47069					CY	0.272653879311871	Opf12042			hypothetical protein	
B1A_00246	47629	50214				GH31	PP	1.05418036222347	Opf01473	K01187	DUF4968:Glyco_hydro_31:DUF5110	Oligosaccharide 4-alpha-D-glucosyltransferase	GH31
B1A_00247	50230	50832					CY	0.997529111818971	Opf06331	K03088	Sigma70_r2:Sel_put:Sigma70_r4_2	ECF RNA polymerase sigma factor SigW	
B1A_00248	50888	51847					CY	0.963508538043836	Opf06657	K07165	FecR:DUF4974	hypothetical protein	
B1A_00249	51943	55170	1				PP	1.05902076950904	Opf01209	K21573	STN:STN:CarbopepD_reg_2:Plug:TonB_dep_Rec	TonB-dependent receptor SusC	
B1A_00250	55183	56910		1			IM	1.06973984927238	Opf04830	K21572	SusD-like_3:TPR_14:SusD_RagB	hypothetical protein	
B1A_00251	56951	59479					CY	1.0681917408411	Opf16816		Peptidase_S8	hypothetical protein	
B1A_00252	62287	59657				GH31	PP	1.04949400035121	Opf01473	K01187	DUF4968:Glyco_hydro_31:DUF5110	hypothetical protein	GH31
B1A_00253	62707	62405					CY	1.08575652594198	Opf05255			hypothetical protein	
B1A_00254	146	739					CY	0.0122151996212197			DUF4304:FlbT	hypothetical protein	
B1A_00255	766	1209					CY	0.36137758552446	Opf09645		SUKH-3	hypothetical protein	
B1A_00256	76	510					OM	2.1459017276241			DUF3997	hypothetical protein	
B1A_00257	19	1011					CY	0.982832696320455	Opf00931	K02357	UBA:Fer4_13:EF_TS	Elongation factor Ts, mitochondrial	
B1A_00258	1250	1780					PP	0.00703792083021463	Opf15194			hypothetical protein	
B1A_00259	294	2921					CY	0.995490667853076	Opf00721	K01873	tRNA-synt_1:Anticodon_1:tRNA-synt_1_2:Val_tRNA-synt_C	Valine--tRNA ligase	
B1A_00260	3061	4350					PP	0.23240614413099	Opf03433	K01224	Glyco_hydro_53	hypothetical protein	GH53
B1A_00261	4347	4838					CY	1.06527060061131	Opf00707	K07095	Metallophos_2	hypothetical protein	
B1A_00262	5065	6720					PP	0.99530233787418	Opf02131	K01206	Alpha_L_fucos:Fucosidase_C	hypothetical protein	GH29
B1A_00263	8969	6834				GH97	PP	1.08015350152157	Opf00042	K21574	GH97_N:Glyco_hydro_97:GH97_C	Glucan 1,4-alpha-glucosidase SusB	GH97
B1A_00264	9170	9718					CY	1.12506241220306	Opf00093	K01104	LMWPc	Putative low molecular weight protein-tyrosine-phosphatase	
B1A_00265	10836	9805					OM	1.01287074024665	Opf02249		Mfa_like_1	hypothetical protein	
B1A_00266	11890	10865					CY	1.04482349202157	Opf13440		DUF5119:DUF5119	hypothetical protein	
B1A_00267	12950	11985					CY	1.0214753182392	Opf02906		Ion_trans_2	hypothetical protein	
B1A_00268	13062	14420					PP	0.996535633018795	Opf01645	K06889	Peptidase_S15:Hydrolase_4:DLH	hypothetical protein	CE1,CE7
B1A_00269	15192	14485					CY	0.945217933338815	Opf01053	K05339	LrgB	Inner membrane protein YohK	
B1A_00270	15569	15216					CY	1.06862252169923	Opf00942	K06518	LrgA	hypothetical protein	
B1A_00271	15674	16672					CY	1.14633272889393	Opf00486	K00833	Radical_SAM:Radical_SAM:BATS	Biotin synthase	
B1A_00272	16662	18743					PP	1.05549126442566	Opf01855	K16089	Plug:TonB_dep_Rec:TonB_dep_Rec	Vitamin B12 transporter BtuB	
B1A_00273	18835	19302					PP	0.786447833138771	Opf02631	K08364	HMA	hypothetical protein	
B1A_00274	19408	19848					PP	1.09906796834924	Opf01783		PepSY_2:PepSY_like	hypothetical protein	
B1A_00275	20524	19973					CY	1.0701076994201	Opf00244		Rubrerythrin:zf-Di19	Rubrerythrin	
B1A_00276	21214	20783					CY	1.06859623458264	Opf01143	K09825	FUR:TF_Zn_Ribbon	Peroxide-responsive repressor PerR	
B1A_00277	22559	21537					CY	1.00224957721228	Opf01296		KAR:Ubiquitin_2:WYL	hypothetical protein	
B1A_00278	22640	23104					CY	0.426998600281877	Opf08706	K14415	RtcB	RNA-splicing ligase RtcB	
B1A_00279	23101	23706					CY	0.668874770479383	Opf01562	K02839	RF-1	Peptide chain release factor 2	
B1A_00280	23795	24178					CY	0.964213719571412	Opf07806		RepL:HTH_24	hypothetical protein	
B1A_00281	24303	24166					CY	1.04011543261923	Opf11193			hypothetical protein	
B1A_00282	25298	24303					CY	1.16865352158762	Opf00053	K01972	HTH_11:Virulence_RhuM	hypothetical protein	
B1A_00283	25573	25301					CY	1.18899263413286	Opf03949		PBP1_TM	hypothetical protein	
B1A_00284	26766	25576					CY	1.38065551666149	Opf03389		PMBR:MUG113:PMBR:E1_4HB:E1_4HB:T5orf172	hypothetical protein	
B1A_00285	28739	26763					CY	1.03099290916798	Opf03191		ResIII:Helicase_C:TPM_phosphatase:TPM_phosphatase:TPM_phosphatase	hypothetical protein	
B1A_00286	29431	28736					CY	0.00951531469102612	Opf13077		DUF3611:Spectrin:Spectrin	hypothetical protein	
B1A_00287	30279	29428					CY	0.0051884595513393	Opf13949		DUF5478:DASH_Spc19	hypothetical protein	
B1A_00288	33032	30276					CY	1.33956357105906	Opf03187	K07317	N6_Mtase	hypothetical protein	
B1A_00289	33258	33037					CY	1.27026081996833	Opf02149		TAP_C:TAP_C	hypothetical protein	
B1A_00290	33743	33255					CY	1.11144478149444	Opf01604		DUF3990	hypothetical protein	
B1A_00291	33964	33740					CY	1.15498575306323	Opf01964		DUF3791	hypothetical protein	
B1A_00292	1991	1482					CY	0.908131666532168	Opf03993		UPF0102:UPF0102	hypothetical protein	
B1A_00293	2278	2120					CY	0.309590470837789	Opf05965			hypothetical protein	
B1A_00294	629	411					CY	0.0117294654241428	Opf09011			hypothetical protein	
B1A_00295	1624	815					PP	0.00890016501158588	Opf06601		DUF4595	hypothetical protein	
B1A_00296	419	1003					CY	0.901505708234076	Opf02830	K01246	Adenine_glyco	DNA-3-methyladenine glycosylase 1	
B1A_00297	987	1400					CY	0.960272532422476	Opf01314		UPF0047	hypothetical protein	
B1A_00298	1488	2639					PP	0.25465257924242	Opf13255			Protein translocase subunit SecD	
B1A_00299	2648	3229					CY	1.12818387767883	Opf03017		HTH_17:cNMP_binding:HTH_AraC:HTH_23	hypothetical protein	
B1A_00300	3347	3967					CY	1.11073034819576	Opf01254	K04069	Radical_SAM	Pyruvate formate-lyase 1-activating enzyme	
B1A_00301	2135	348					CY	1.03013130587331	Opf00542	K03324	Na_Pi_cotrans:Na_Pi_cotrans:V-SNARE:PhoU:PhoU	hypothetical protein	
B1A_00302	2335	2928					CY	1.0280861564703	Opf00091	K00287	DHFR_1	Dihydrofolate reductase	
B1A_00303	2925	4190					CY	1.08709906729061	Opf00290	K20444	Glyco_transf_4:Glycos_transf_1	hypothetical protein	GT5,GT4,GT4
B1A_00304	6201	4207					CY	1.0928165614289	Opf00873	K02470	HATPase_c:DNA_gyraseB:Toprim:DNA_gyraseB_C	DNA gyrase subunit B	
B1A_00305	7626	6361					CY	1.1022855041999	Opf00139	K09458	ketoacyl-synt:Ketoacyl-synt_C:KAsynt_C_assoc	3-oxoacyl-[acyl-carrier-protein] synthase 2	
B1A_00306	7872	7636					CY	0.999204497671797	Opf00614	K02078	PP-binding	Acyl carrier protein	
B1A_00307	9094	8069					CY	1.060059933949	Opf00784	K00175	TPP_enzyme_C:TPP_enzyme_C:TPP_enzyme_C	2-oxoglutarate oxidoreductase subunit KorB	
B1A_00308	10979	9126					CY	1.08651147475406	Opf00671	K00174	POR:POR_N:PFOR_II	2-oxoglutarate oxidoreductase subunit KorA	
B1A_00309	13031	11199					CY	1.04728130095353	Opf04799	K07004	Endonuclease_1:Endonuclease_1	hypothetical protein	
B1A_00310	14690	13077					PP	1.0338006812851	Opf04799	K07004	Endonuclease_1:p25-alpha	hypothetical protein	
B1A_00311	189	665					CY	0.00145735699610365				hypothetical protein	
B1A_00312	1143	1706					CY	1.73777422047058	Opf15214		Spo7:Spo7	hypothetical protein	
B1A_00313	1720	3060					CY	1.84053065995129	Opf03591			hypothetical protein	
B1A_00314	3074	3418					CY	1.06814110692831				hypothetical protein	
B1A_00315	67	1236					CY	0.0603784454467176	Opf00100		TraG-D_C	hypothetical protein	
B1A_00316	1443	1949					CY	0.0854311509210026	Opf06543		HTH_17	hypothetical protein	
B1A_00317	1888	3378					CY	0.0734126095868948	Opf00034		Tubulin_3:DUF4099:DUF3945:DUF3945	hypothetical protein	
B1A_00318	3489	5489					CY	0.0789220415749003	Opf07342	K03169	Toprim:Topoisom_bac:Toprim_Crpt	DNA topoisomerase 3	
B1A_00319	5501	5923					CY	0.0568068854729418	Opf08679		DUF1896	hypothetical protein	
B1A_00320	5947	12036					CY	1.35574033755456	Opf00026	K03555	MutS_I:NDUFB10:Helicase_C:SNF2_N:NDUFB10:Helicase_C:ABC_tran_CTD:Macoilin	DNA mismatch repair protein MutS	
B1A_00321	12109	12420					CY	0.0942306354345942	Opf05027		HTH_17	hypothetical protein	
B1A_00322	13156	12485					CY	0.0968055486532437	Opf05340		RteC	hypothetical protein	
B1A_00323	13525	14838					CY	0.0483212286636054	Opf04824	K02667	DUF3801:Sigma54_activat:HTH_8	Anaerobic nitric oxide reductase transcription regulator NorR	
B1A_00324	15190	15108					CY	1.73900427223503				tRNA-Leu(cag)	
B1A_00325	15280	15205					CY	0.895391928697153				tRNA-Pro(tgg)	
B1A_00326	15551	16336					CY	0.966812396048474	Opf01485	K12343	Plant_vir_prot:DUF1295:Steroid_dh	hypothetical protein	
B1A_00327	16339	17586					CY	1.04766908954028	Opf01484	K22347	Oxidored_FMN:Oxidored_FMN:His_biosynth	NADPH dehydrogenase	
B1A_00328	17583	18392					CY	1.00240815277867	Opf01450	K07124	adh_short	hypothetical protein	
B1A_00329	18498	19298					CY	1.02908236671298	Opf01834	K19329	adh_short	hypothetical protein	
B1A_00330	19431	22682					PP	1.00408761739415	Opf00031	K08676	DPPIV_N:PD40:PD40:PD40:YHS:PD40:PD40:PD40:PD40:PD40:YHS:Tom22:PD40:Tricorn_C1:PDZ_2:Peptidase_S41	Tricorn protease 	PL22,PL22,PL22,PL22,PL22,PL22,PL22
B1A_00331	25938	22807					PP	1.09082947650695	Opf10610		DUF4992:Glyco_hydro_cc:DUF4992:Laminin_G_3:Laminin_G_3	hypothetical protein	GH128,CBM40
B1A_00332	26960	26046					PP	1.04223927080739				hypothetical protein	
B1A_00333	27547	30819	1				PP	1.01720290502212	Opf03472	K21573	CarbopepD_reg_2:Plug:TonB_dep_Rec:TonB_dep_Rec:TonB_dep_Rec	Vitamin B12 transporter BtuB	
B1A_00334	30842	32878		1			OM	1.03261528364209	Opf03886	K21572	SusD-like_3:SusD_RagB	hypothetical protein	
B1A_00335	194	2464					CY	1.08864199939253	Opf00339	K15255	PIF1:AAA_30:PIF1:HTH_40:UvrD_C_2:AAA_16:HTH_40	ATP-dependent RecD-like DNA helicase	
B1A_00336	2665	3213					CY	0.958526995525531	Opf01144		23S_rRNA_IVP:Nucleic_acid_bd:23S_rRNA_IVP	hypothetical protein	
B1A_00337	5011	3470					OM	0.969954093358895	Opf06991		TIG:BACON:BOF:TIG:RnlB_antitoxin:BACON	hypothetical protein	
B1A_00338	6856	5045		1			PP	0.992093611931082	Opf01902	K21572	SusD-like_3:SusD_RagB	hypothetical protein	
B1A_00339	10160	6876	1				PP	1.00662236587494	Opf02290	K21573	CarbopepD_reg_2:Plug:TonB_dep_Rec	TonB-dependent receptor P3	
B1A_00340	12366	10375					OM	1.01353509875502	Opf03144		CarbopepD_reg_2:MetallophosN:Metallophos:MetallophosC	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	
B1A_00341	13141	12719					CY	1.0199840200137	Opf01210		DUF4339:TM2	hypothetical protein	
B1A_00342	13310	16015					CY	1.03012937594122	Opf00437	K02621	DNA_topoisoIV	DNA topoisomerase 4 subunit A	
B1A_00343	16070	16870					CY	1.07148212360245	Opf00132		DUF3316	hypothetical protein	
B1A_00344	16915	17913					CY	1.01565037722507	Opf00162	K03797	Tricorn_C1:Peptidase_S41	hypothetical protein	
B1A_00345	18124	17888					CY	1.02364799740469	Opf00687			hypothetical protein	
B1A_00346	18238	19197					CY	1.10337360863813	Opf00248	K01809	PMI_typeI:Cupin_2:Cupin_2	Mannose-6-phosphate isomerase ManA	
B1A_00347	19582	21570					OM	1.02681093301319	Opf03144		DUF4469:MetallophosN:ComP_DUS:ComP_DUS:MetallophosC	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	
B1A_00348	21718	25026	1				PP	1.02189833012634	Opf02290	K21573	CarbopepD_reg_2:Plug:TonB_dep_Rec	TonB-dependent receptor P3	
B1A_00349	25045	26826		1			IM	1.10810291207278	Opf01902	K21572	SusD-like_3:SusD_RagB	SusD-like protein P38	
B1A_00350	26885	28252					CY	1.00968801595968	Opf13740			hypothetical protein	
B1A_00351	29094	28366					CY	1.03484305357854	Opf04098	K03584	RecO_N:RecO_C	DNA repair protein RecO	
B1A_00352	29718	31475					CY	1.10235643583853	Opf00563	K01876	tRNA_anti-codon:tRNA-synt_2	Aspartate--tRNA ligase	
B1A_00353	31506	32336					CY	0.96736668882482	Opf00213	K22391	NIF3	GTP cyclohydrolase 1 type 2 	
B1A_00354	32430	33245					CY	1.17611650258649	Opf00500	K07164	HrpB7:Mod_r:zf-RING_7	hypothetical protein	
B1A_00355	33254	33586					CY	1.04759252330168	Opf00395	K01737	PTPS	6-carboxy-5,6,7,8-tetrahydropterin synthase	
B1A_00356	33573	34172					CY	1.09841990354021	Opf00115	K10026	Radical_SAM	7-carboxy-7-deazaguanine synthase	
B1A_00357	34877	34239					CY	0.923308559330734	Opf00685	K06920	QueC	7-cyano-7-deazaguanine synthase	
B1A_00358	35410	34934					CY	0.952539916987512	Opf00775	K09457	QueF	NADPH-dependent 7-cyano-7-deazaguanine reductase	
B1A_00359	37627	35672					CY	1.0455067204266	Opf00427	K07091	YjgP_YjgQ	hypothetical protein	
B1A_00360	37788	38801					CY	1.0254222221106	Opf00865	K00625	PTA_PTB	Phosphate acetyltransferase	
B1A_00361	38806	40002					CY	1.08038863955615	Opf00541	K00925	Acetate_kinase	Acetate kinase	
B1A_00362	39999	40478					CY	1.15286490638291	Opf00190	K01770	YgbB	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	
B1A_00363	40530	41087					CY	1.09808523859015			Colicin_V	hypothetical protein	
B1A_00364	41257	41330					CY	1.14341890299151				tRNA-Gly(ccc)	
B1A_00365	41403	42776					CY	1.06724764819676	Opf01904	K01262	AMP_N:Peptidase_M24	Xaa-Pro aminopeptidase	
B1A_00366	42809	43723					PP	1.09001970738438	Opf02590		EamA:EamA	hypothetical protein	
B1A_00367	43720	44451					CY	0.952246177024117	Opf00754	K07273	DUF4227:Glyco_hydro_25	hypothetical protein	GH25
B1A_00368	44496	47879					CY	1.04842783300551	Opf00231		Peptidase_C25:FlgD_ig:FlgD_ig:FlgD_ig	hypothetical protein	
B1A_00369	47896	48543					CY	0.96811468751461	Opf00882	K01926	Put_DNA-bind_N:CoA_binding	Redox-sensing transcriptional repressor Rex 1	
B1A_00370	48579	49154					CY	1.05925525786808	Opf03015		FAA_hydrolase	hypothetical protein	
B1A_00371	49151	52465					CY	1.01895688214534	Opf07448		FlgD_ig:FlgD_ig:Peptidase_C25:FlgD_ig:FlgD_ig	hypothetical protein	
B1A_00372	52495	53709					PP	0.931903171713312	Opf00568		OMP_b-brl:OMP_b-brl:OMP_b-brl	hypothetical protein	
B1A_00373	53763	54608					CY	1.03520072331607	Opf00525	K13292	LGT	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase	
B1A_00374	55933	54719					CY	1.05046230365977	Opf00735	K11717	Aminotran_5	Cysteine desulfurase	
B1A_00375	57332	55980					CY	1.13318714198148	Opf00222	K09015	UPF0051	hypothetical protein	
B1A_00376	58084	57329					CY	1.04644876254858	Opf00891	K09013	ABC_tran:AAA_21	putative ATP-dependent transporter SufC	
B1A_00377	66209	58401					PP	1.01469127365417	Opf03208	K14645	Peptidase_S8_N:Peptidase_S8:Pur_ac_phosph_N:fn3:DUF1573:DUF2271:ASH:DUF1573:RcpC:DUF1573:DUF1573:DUF1573:DUF1573:DUF1573:DUF1573:DUF1573:TMEM131_like:DUF1573:DUF4625	hypothetical protein	CBM44,CBM44,CBM44,CBM44
B1A_00378	560	81					CY	0.57947610769299	Opf00146		DUF3872	hypothetical protein	
B1A_00379	1445	567					CY	0.233475667869731	Opf00272		zf-CHC2:Toprim_2	DNA primase	
B1A_00380	1813	1442					CY	0.20877294895038	Opf03275			hypothetical protein	
B1A_00381	2369	1818					CY	0.713812311262631	Opf00094		TraO	hypothetical protein	
B1A_00382	1	504					CY	0.989502873457053	Opf00179	K02428	Ham1p_like	dITP/XTP pyrophosphatase	
B1A_00383	494	3004					CY	1.05543649101734	Opf03467		ANAPC4_WD40:ANAPC4_WD40:Reg_prop:Reg_prop:Reg_prop:ANAPC4_WD40:FlgD_ig	hypothetical protein	
B1A_00384	3036	4406					CY	1.07623733470349	Opf06965		LRR_5:LRR_5:LRR_5:ICAM_N	hypothetical protein	
B1A_00385	4406	5146					CY	1.09883440694344	Opf00329	K03439	Methyltransf_4	tRNA (guanine-N(7)-)-methyltransferase	
B1A_00386	6254	5136					CY	1.03853284593769	Opf00600	K03593	FeS_assembly_P:ParA:FeS_assembly_P	Iron-sulfur cluster carrier protein	
B1A_00387	7531	6338					CY	1.05752188367986	Opf01079		Bax1-I:Glyco_tranf_2_3:Bax1-I	hypothetical protein	GT21
B1A_00388	8423	7539					CY	1.04935695179514	Opf00570	K01058	PLA1	hypothetical protein	
B1A_00389	1447	3099					PP	0.953106745710933	Opf02912		MetallophosN:Metallophos:MetallophosC	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	
B1A_00390	2078	189					CY	0.970122983574786	Opf01061	K01960	HMGL-like:PYC_OADA:Biotin_lipoyl	Oxaloacetate decarboxylase alpha chain	
B1A_00391	4723	2252					CY	1.01925844845172	Opf00604	K05366	Transgly:DUF2460:Transpeptidase	Penicillin-binding protein 1A	GT51,GT51
B1A_00392	5353	4784					CY	1.0706466178455	Opf00199		Flavin_Reduct	hypothetical protein	
B1A_00393	5533	7284					CY	1.0045551965808	Opf00739	K01835	PGM_PMM_I:PGM_PMM_II:PGM_PMM_III:PGM_PMM_IV	Phosphoglucomutase	
B1A_00394	2065	617					CY	3.14423491582739	Opf01788	K03655	AlbA_2:HTH_Mga:HATPase_c_4:HTH_29:HTH_11	hypothetical protein	
B1A_00395	3712	2360					CY	2.58807823952963	Opf01069		DUF2096:Phage_int_SAM_5:Phage_integrase	hypothetical protein	
B1A_00396	5707	4202					CY	0.0145762512153205	Opf16578		RVT_1:RVT_1	hypothetical protein	
B1A_00397	5858	6019					CY	0.0103608368397574	Opf12143			hypothetical protein	
B1A_00398	6796	6221					CY	0.00559984666391105	Opf03641			hypothetical protein	
B1A_00399	8481	6799					CY	0.00279428794218384	Opf03823	K19171	Atg14:FlaC_arch:Sec8_exocyst:DUF5469:Peptidase_M22:DUF5469:Sec8_exocyst	hypothetical protein	
B1A_00400	8967	8518					CY	0.00270956879029032	Opf03823	K19171	AAA_23	DNA replication and repair protein RecF	
B1A_00401	9167	8964					CY	0.00189715685555459	Opf05114			hypothetical protein	
B1A_00402	11479	9197					CY	0.00845452537508505	Opf04349	K03086	PLDc_2:ResIII:DEAD:Helicase_C	hypothetical protein	
B1A_00403	12594	11482					CY	0.00645358050692303	Opf04369		PAPS_reduct	hypothetical protein	
B1A_00404	15707	12591					CY	0.00936636869641488	Opf04388		AAA_22:ATPase_2:AAA_22	hypothetical protein	
B1A_00405	16171	15782					CY	0.0164706379835912	Opf03682		DUF4007	hypothetical protein	
B1A_00406	299	1198					CY	1.00238099885589	Opf01010	K07138	DUF362	hypothetical protein	
B1A_00407	1191	1613					CY	1.04979035691154	Opf01973		AAA_33	hypothetical protein	
B1A_00408	1697	2053					CY	1.03466424655723	Opf03269			hypothetical protein	
B1A_00409	2398	2204					CY	0.810214900821053	Opf01333			hypothetical protein	
B1A_00410	91	2676	1				CY	0.985781735268267	Opf01960	K21573	Plug:Sorb:TonB_dep_Rec:DUF4124:TonB_dep_Rec	TonB-dependent receptor P39	
B1A_00411	2697	4250		1			OM	1.03305348842179	Opf02132	K21572	SusD-like_3:TPR_2:SusD_RagB:SusD_RagB	hypothetical protein	
B1A_00412	4284	5207					OM	0.974547236315499	Opf06652		Calx-beta:Calx-beta	hypothetical protein	
B1A_00413	5303	7885					PP	1.22622179361596	Opf02136	K01364	Inhibitor_I69:Peptidase_C10:Lactonase	hypothetical protein	CBM54
B1A_00414	7970	8077					CY	0.891348369735285				hypothetical protein	
B1A_00415	9061	8045					CY	1.02052004674741	Opf03049		PDDEXK_2:Yae1_N:Yae1_N:Yae1_N	hypothetical protein	
B1A_00416	2	548					CY	1.60065144147054				16S ribosomal RNA (partial)	
B1A_00417	7	1611					CY	1.04613962120175	Opf00335	K02314	DnaB:KIX:DnaB_C	Replicative DNA helicase	
B1A_00418	2431	1664					CY	1.01516891208852	Opf00622	K18672	DUF2637:DisA_N	Diadenylate cyclase	
B1A_00419	3282	2431					CY	1.02606206922402	Opf00125	K00796	Pterin_bind	Dihydropteroate synthase	
B1A_00420	3605	3976					CY	1.01974006025218	Opf01017	K02884	Ribosomal_L19	50S ribosomal protein L19	
B1A_00421	4143	5654					CY	1.08269151442409	Opf00815	K15633	iPGM_N:Phosphodiest	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	
B1A_00422	5850	7445					PP	1.05155627775958	Opf00247	K11751	Metallophos:5_nucleotid_C	hypothetical protein	
B1A_00423	7459	8676					OM	1.09389708552924	Opf02905	K01207	Glyco_hydro_3	Beta-hexosaminidase	GH3
